Code,Year,DOY,HHMM,TIMESTAMP,wd,ws_min,ws,ws_max,Ta,RH,P,Rain,Hail,K_down_SPN1,K_diff_SPN1,L_down,K_down_Knz,RH_QC,P_QC,Ta_QC,ws_QC,ws_max_QC,ws_min_QC,wd_QC,K_down_KnZ
34505,2021,274,0000,2021-10-01 00:00:00,229.5,3.572,3.983,4.379,11.38,80.2,1004,0,0,3.834,2.476,306.61,-54.03,0,0,0,0,0,0,0,
34506,2021,274,0010,2021-10-01 00:10:00,231.7,3.856,4.218,4.612,11.46,79.5,1004,0,0,3.212,1.86,325.58,-36.08,0,0,0,0,0,0,0,
34507,2021,274,0020,2021-10-01 00:20:00,228.4,3.694,4.134,4.564,11.62,78.99,1004,0,0,3.358,2.03,319.98,-42.7,0,0,0,0,0,0,0,
34508,2021,274,0030,2021-10-01 00:30:00,222.2,3.655,4.096,4.509,11.73,78.38,1004,0,0,3.552,2.292,307.8,-55.4,0,0,0,0,0,0,0,
34509,2021,274,0040,2021-10-01 00:40:00,225.8,3.689,4.15,4.6,11.92,78.6,1004,0,0,2.627,1.439,345.52,-18.71,0,0,0,0,0,0,0,
34510,2021,274,0050,2021-10-01 00:50:00,228.3,3.349,3.775,4.192,11.99,80,1004,0,0,3.981,2.673,304.41,-60.33,0,0,0,0,0,0,0,
34511,2021,274,0100,2021-10-01 01:00:00,219.5,3.63,4.083,4.544,11.9,80.4,1004,0,0,3.768,2.406,325.96,-38.27,0,0,0,0,0,0,0,
34512,2021,274,0110,2021-10-01 01:10:00,218.1,4.529,4.954,5.392,11.96,80.7,1004,0,0,3.129,1.785,349.87,-14.87,0,0,0,0,0,0,0,
34513,2021,274,0120,2021-10-01 01:20:00,230.2,5.172,5.775,6.407,11.81,82.4,1004,1.303,0,5.375,4.096,355.13,-8.58,0,0,0,0,0,0,0,
34514,2021,274,0130,2021-10-01 01:30:00,221.1,3.59,3.995,4.382,11.45,85.8,1004,0.25,0,4.589,3.175,356.2,-4.949,0,0,0,0,0,0,0,
34515,2021,274,0140,2021-10-01 01:40:00,218,4.313,4.811,5.33,11.48,86.4,1004,0,0,3.07,1.859,354,-7.664,0,0,0,0,0,0,0,
34516,2021,274,0150,2021-10-01 01:50:00,215.7,5.513,6.081,6.613,11.67,85.2,1004,0.002,0,3.421,1.988,352.6,-10.08,0,0,0,0,0,0,0,
34517,2021,274,0200,2021-10-01 02:00:00,215.1,4.646,5.183,5.736,11.71,85,1004,0.423,0,3.946,2.593,353.61,-9.07,0,0,0,0,0,0,0,
34518,2021,274,0210,2021-10-01 02:10:00,215.6,4.359,4.835,5.305,11.8,85.4,1004,0.579,0,3.675,2.291,354.87,-7.813,0,0,0,0,0,0,0,
34519,2021,274,0220,2021-10-01 02:20:00,214.8,3.512,3.967,4.427,11.74,85.8,1003,0.894,0,3.943,2.626,358.38,-4.3,0,0,0,0,0,0,0,
34520,2021,274,0230,2021-10-01 02:30:00,192.9,3.497,4.014,4.507,11.57,86.1,1003,0.621,0,4.152,2.824,355.91,-5.753,0,0,0,0,0,0,0,
34521,2021,274,0240,2021-10-01 02:40:00,211.6,4.343,4.897,5.476,11.42,85.7,1003,1.094,0,4.267,2.979,354.71,-6.436,0,0,0,0,0,0,0,
34522,2021,274,0250,2021-10-01 02:50:00,196.2,3.857,4.363,4.885,11.39,85.9,1003,4.65,0,3.955,2.587,356.84,-3.802,0,0,0,0,0,0,0,
34523,2021,274,0300,2021-10-01 03:00:00,191.3,4.388,4.913,5.433,11.2,86.2,1003,2.242,0,4.427,2.992,353.76,-5.344,0,0,0,0,0,0,0,
34524,2021,274,0310,2021-10-01 03:10:00,190.7,4.642,5.222,5.767,11.1,86,1003,1.219,0,4.148,2.785,353.68,-4.919,0,0,0,0,0,0,0,
34525,2021,274,0320,2021-10-01 03:20:00,194.8,4.175,4.752,5.305,11.04,86.2,1003,1.16,0,3.923,2.536,353.57,-5.025,0,0,0,0,0,0,0,
34526,2021,274,0330,2021-10-01 03:30:00,185.3,2.907,3.415,3.947,11,86.7,1003,0.373,0,3.805,2.438,355.17,-3.429,0,0,0,0,0,0,0,
34527,2021,274,0340,2021-10-01 03:40:00,184.2,4.044,4.644,5.253,10.97,87.1,1003,1.348,0,3.816,2.46,354.99,-3.608,0,0,0,0,0,0,0,
34528,2021,274,0350,2021-10-01 03:50:00,193,4.112,4.73,5.314,10.9,86.9,1003,0.39,0,3.934,2.651,351.38,-6.705,0,0,0,0,0,0,0,
34529,2021,274,0400,2021-10-01 04:00:00,188.2,4.029,4.607,5.189,10.97,86.6,1002,1.586,0,3.66,2.35,354.59,-3.498,0,0,0,0,0,0,0,
34530,2021,274,0410,2021-10-01 04:10:00,181.3,4.463,5.053,5.647,11,87.3,1002,1.46,0,3.567,2.209,355.46,-3.142,0,0,0,0,0,0,0,
34531,2021,274,0420,2021-10-01 04:20:00,181,4.309,4.877,5.434,11,87.2,1002,0.759,0,3.772,2.44,354.86,-3.735,0,0,0,0,0,0,0,
34532,2021,274,0430,2021-10-01 04:30:00,177.5,5.414,6.038,6.608,11,86.9,1002,1.19,0,3.906,2.586,355.1,-3.503,0,0,0,0,0,0,0,
34533,2021,274,0440,2021-10-01 04:40:00,177.7,4.422,5.029,5.622,11,87.2,1002,2.322,0,3.778,2.436,355.84,-2.763,0,0,0,0,0,0,0,
34534,2021,274,0450,2021-10-01 04:50:00,180.4,5.351,6.092,6.784,10.97,87.3,1002,2.888,0,3.909,2.604,355.13,-2.96,0,0,0,0,0,0,0,
34535,2021,274,0500,2021-10-01 05:00:00,179.9,5.049,5.772,6.453,10.9,87.3,1002,2.103,0,3.974,2.61,354.73,-3.359,0,0,0,0,0,0,0,
34536,2021,274,0510,2021-10-01 05:10:00,187.2,5.061,5.76,6.467,10.9,87,1002,2.82,0,3.988,2.627,353.59,-3.994,0,0,0,0,0,0,0,
34537,2021,274,0520,2021-10-01 05:20:00,185.1,4.894,5.619,6.328,10.9,87,1001,4.71,0,3.657,2.231,354.16,-3.426,0,0,0,0,0,0,0,
34538,2021,274,0530,2021-10-01 05:30:00,182.6,3.506,4.085,4.682,10.92,87.2,1001,3.877,0,3.628,2.425,355.49,-2.603,0,0,0,0,0,0,0,
34539,2021,274,0540,2021-10-01 05:40:00,187.2,5.077,5.791,6.487,10.95,87.5,1001,4.367,0,3.557,2.279,354.88,-3.21,0,0,0,0,0,0,0,
34540,2021,274,0550,2021-10-01 05:50:00,181.6,4.606,5.304,5.996,11,87.5,1001,3.892,0,3.678,2.339,355.3,-2.792,0,0,0,0,0,0,0,
34541,2021,274,0600,2021-10-01 06:00:00,184,4.613,5.37,6.082,10.96,87.6,1001,5.398,0,4.012,2.623,355.12,-2.971,0,0,0,0,0,0,0,
34542,2021,274,0610,2021-10-01 06:10:00,182.4,5,5.754,6.506,10.9,87.5,1001,5.865,0,3.982,2.692,355.13,-2.958,0,0,0,0,0,0,0,
34543,2021,274,0620,2021-10-01 06:20:00,165,4.654,5.325,5.981,10.9,87.5,1001,4.013,0,4.079,2.804,355.07,-2.513,0,0,0,0,0,0,0,
34544,2021,274,0630,2021-10-01 06:30:00,181.1,5.262,6.053,6.803,10.9,87.7,1001,3.123,0,4.197,2.925,355.41,-2.677,0,0,0,0,0,0,0,
34545,2021,274,0640,2021-10-01 06:40:00,183.2,4.564,5.323,6.078,11,87.6,1001,3.897,0,4.678,3.373,355.75,-2.341,0,0,0,0,0,0,0,
34546,2021,274,0650,2021-10-01 06:50:00,184.2,5.204,5.975,6.745,11,87.9,1001,5.838,0,4.97,3.524,356.11,-2.487,0,0,0,0,0,0,0,
34547,2021,274,0700,2021-10-01 07:00:00,192.2,5.051,5.762,6.488,11.07,87.8,1001,4.357,0,5.121,3.745,356.04,-2.554,0,0,0,0,0,0,0,
34548,2021,274,0710,2021-10-01 07:10:00,189.5,5.128,5.941,6.704,11.15,87.7,1001,2.692,0,6.414,4.972,356.69,-2.419,0,0,0,0,0,0,0,
34549,2021,274,0720,2021-10-01 07:20:00,189.1,4.487,5.253,6.016,11.2,87.9,1001,1.802,0,9.76,8.38,357.04,-2.575,0,0,0,0,0,0,0,
34550,2021,274,0730,2021-10-01 07:30:00,182.3,4.374,5.158,5.882,11.3,87.8,1001,2.272,0,10.54,9.08,357.01,-2.608,0,0,0,0,0,0,0,
34551,2021,274,0740,2021-10-01 07:40:00,187.1,4.681,5.388,6.079,11.3,87.8,1001,4.745,0,11.99,10.48,357.15,-2.465,0,0,0,0,0,0,0,
34552,2021,274,0750,2021-10-01 07:50:00,186,4.369,5.052,5.732,11.3,88,1001,4.023,0,12.73,11.09,358.01,-2.117,0,0,0,0,0,0,0,
34553,2021,274,0800,2021-10-01 08:00:00,191,4.727,5.543,6.323,11.32,88,1001,2.949,0,16.16,14.66,357.77,-2.357,0,0,0,0,0,0,0,
34554,2021,274,0810,2021-10-01 08:10:00,185.5,3.583,4.291,4.961,11.4,88,1001,3.66,0,15.18,13.68,358.64,-1.482,0,0,0,0,0,0,0,
34555,2021,274,0820,2021-10-01 08:20:00,189.1,4.537,5.294,6.041,11.4,88,1001,4.5,0,16.09,14.59,358.41,-2.225,0,0,0,0,0,0,0,
34556,2021,274,0830,2021-10-01 08:30:00,183,3.534,4.283,4.993,11.4,88.1,1002,3.995,0,14.64,13.07,358.62,-2.017,0,0,0,0,0,0,0,
34557,2021,274,0840,2021-10-01 08:40:00,191.1,4.158,4.846,5.513,11.4,88,1002,3.428,0,16.81,15.09,358.93,-1.704,0,0,0,0,0,0,0,
34558,2021,274,0850,2021-10-01 08:50:00,192.5,4.539,5.138,5.737,11.41,88.1,1002,4.402,0,20.94,19.22,358.79,-1.843,0,0,0,0,0,0,0,
34559,2021,274,0900,2021-10-01 09:00:00,190.7,4.157,4.797,5.393,11.5,88,1002,4.884,0,19.36,17.67,359.66,-1.489,0,0,0,0,0,0,0,
34560,2021,274,0910,2021-10-01 09:10:00,191.1,4.423,5.087,5.765,11.5,88.2,1002,5.141,0,21.18,19.49,359.46,-1.684,0,0,0,0,0,0,0,
34561,2021,274,0920,2021-10-01 09:20:00,190.7,4.146,4.777,5.412,11.5,88.2,1002,2.811,0,24.57,22.91,359.58,-1.566,0,0,0,0,0,0,0,
34562,2021,274,0930,2021-10-01 09:30:00,187.7,3.867,4.418,4.956,11.58,88.4,1002,3.083,0,28.21,26.77,360.27,-1.393,0,0,0,0,0,0,0,
