Time;Temperature;Humidity
[Red 1/1];°C;%RH
2022-05-06 12:47;23.94;32.97
2022-05-06 12:57;23.87;32.97
2022-05-06 13:07;23.75;33.69
2022-05-06 13:17;23.63;33.93
2022-05-06 13:27;23.56;34.17
2022-05-06 13:37;23.52;34.17
2022-05-06 13:47;23.47;33.93
2022-05-06 13:57;23.46;34.41
2022-05-06 14:07;23.48;34.65
2022-05-06 14:17;23.46;34.89
2022-05-06 14:27;23.44;35.13
2022-05-06 14:37;23.44;35.37
2022-05-06 14:47;23.45;35.13
2022-05-06 14:57;23.44;35.13
2022-05-06 15:07;23.43;35.13
2022-05-06 15:17;23.39;35.61
2022-05-06 15:27;23.22;35.85
2022-05-06 15:37;23.14;36.33
2022-05-06 15:47;23.02;37.05
2022-05-06 15:57;22.85;37.77
2022-05-06 16:07;22.69;38.24
2022-05-06 16:17;22.57;38.48
2022-05-06 16:27;22.46;38.96
2022-05-06 16:37;22.36;38.72
2022-05-06 16:47;22.28;39.44
2022-05-06 16:57;22.21;39.68
2022-05-06 17:07;22.16;39.92
2022-05-06 17:17;22.11;40.16
2022-05-06 17:27;22.05;39.92
2022-05-06 17:37;22.02;40.16
2022-05-06 17:47;22;40.16
2022-05-06 17:57;21.97;40.4
2022-05-06 18:07;21.96;40.16
2022-05-06 18:17;21.93;40.4
2022-05-06 18:27;21.91;40.4
2022-05-06 18:37;21.89;40.4
2022-05-06 18:47;21.86;40.64
2022-05-06 18:57;21.83;40.64
2022-05-06 19:07;21.81;40.64
2022-05-06 19:17;21.77;41.12
2022-05-06 19:27;21.75;41.36
2022-05-06 19:37;21.73;41.6
2022-05-06 19:47;21.71;41.6
2022-05-06 19:57;21.68;42.08
2022-05-06 20:07;21.68;41.84
2022-05-06 20:17;21.66;42.08
2022-05-06 20:27;21.65;42.08
2022-05-06 20:37;21.61;42.32
2022-05-06 20:47;21.6;42.32
2022-05-06 20:57;21.6;42.56
2022-05-06 21:07;21.58;42.56
2022-05-06 21:17;21.59;42.8
2022-05-06 21:27;21.57;42.8
2022-05-06 21:37;21.59;42.08
2022-05-06 21:47;21.63;41.6
2022-05-06 21:57;21.67;41.12
2022-05-06 22:07;21.7;40.64
2022-05-06 22:17;21.73;40.4
2022-05-06 22:27;21.75;40.16
2022-05-06 22:37;21.77;39.92
2022-05-06 22:47;21.79;39.68
2022-05-06 22:57;21.81;39.44
2022-05-06 23:07;21.82;39.2
2022-05-06 23:17;21.83;38.96
2022-05-06 23:27;21.84;38.96
2022-05-06 23:37;21.85;38.96
2022-05-06 23:47;21.86;38.48
2022-05-06 23:57;21.87;38.48
2022-05-07 00:07;21.86;38.24
2022-05-07 00:17;21.88;38.24
2022-05-07 00:27;21.88;38.24
2022-05-07 00:37;21.88;38
2022-05-07 00:47;21.88;38
2022-05-07 00:57;21.88;38
2022-05-07 01:07;21.88;37.77
2022-05-07 01:17;21.89;37.77
2022-05-07 01:27;21.89;37.77
2022-05-07 01:37;21.89;37.77
2022-05-07 01:47;21.89;37.53
2022-05-07 01:57;21.89;37.53
2022-05-07 02:07;21.89;37.53
2022-05-07 02:17;21.89;37.29
2022-05-07 02:27;21.89;37.29
2022-05-07 02:37;21.89;37.29
2022-05-07 02:47;21.89;37.05
2022-05-07 02:57;21.88;37.05
2022-05-07 03:07;21.88;37.29
2022-05-07 03:17;21.88;37.29
2022-05-07 03:27;21.88;37.05
2022-05-07 03:37;21.87;37.05
2022-05-07 03:47;21.87;37.05
2022-05-07 03:57;21.87;36.81
2022-05-07 04:07;21.87;36.81
2022-05-07 04:17;21.87;36.81
2022-05-07 04:27;21.87;37.05
2022-05-07 04:37;21.86;36.81
2022-05-07 04:47;21.86;36.81
2022-05-07 04:57;21.86;36.81
2022-05-07 05:07;21.86;36.81
2022-05-07 05:17;21.86;36.81
2022-05-07 05:27;21.86;36.81
2022-05-07 05:37;21.86;36.81
2022-05-07 05:47;21.86;36.57
2022-05-07 05:57;21.86;36.81
2022-05-07 06:07;21.87;36.57
2022-05-07 06:17;21.87;36.57
2022-05-07 06:27;21.89;36.57
2022-05-07 06:37;21.9;36.57
2022-05-07 06:47;21.92;36.57
2022-05-07 06:57;21.93;36.57
2022-05-07 07:07;21.94;36.33
2022-05-07 07:17;21.96;36.33
2022-05-07 07:27;21.97;36.57
2022-05-07 07:37;21.99;36.57
2022-05-07 07:47;21.98;37.53
2022-05-07 07:57;21.91;38
2022-05-07 08:07;21.9;38.24
2022-05-07 08:17;21.87;38.24
2022-05-07 08:27;21.89;38.24
2022-05-07 08:37;21.89;38.48
2022-05-07 08:47;21.89;38.48
2022-05-07 08:57;21.9;38.72
2022-05-07 09:07;21.93;38.72
2022-05-07 09:17;21.94;38.72
2022-05-07 09:27;21.91;38.72
2022-05-07 09:37;21.91;38.48
2022-05-07 09:47;21.98;38.48
2022-05-07 09:57;21.99;38.24
2022-05-07 10:07;21.94;38.72
2022-05-07 10:17;21.96;38.48
2022-05-07 10:27;21.96;38.72
2022-05-07 10:37;21.99;38.96
2022-05-07 10:47;21.98;39.2
2022-05-07 10:57;22.02;38.96
2022-05-07 11:07;22.15;38.48
2022-05-07 11:17;22.18;38.48
2022-05-07 11:27;22.2;38.24
2022-05-07 11:37;22.27;38
2022-05-07 11:47;22.23;38.48
2022-05-07 11:57;22.2;38.24
2022-05-07 12:07;22.17;38.24
2022-05-07 12:17;22.17;38
2022-05-07 12:27;22.13;38
2022-05-07 12:37;22.1;37.77
2022-05-07 12:47;22.08;37.53
2022-05-07 12:57;22.08;37.53
2022-05-07 13:07;22.03;37.05
2022-05-07 13:17;21.97;37.05
2022-05-07 13:27;21.93;36.57
2022-05-07 13:37;21.88;36.09
2022-05-07 13:47;21.85;36.09
2022-05-07 13:57;21.82;35.85
2022-05-07 14:07;21.79;35.85
2022-05-07 14:17;21.76;35.37
2022-05-07 14:27;21.73;35.37
2022-05-07 14:37;21.73;34.89
2022-05-07 14:47;21.73;34.65
2022-05-07 14:57;21.71;34.41
2022-05-07 15:07;21.68;33.93
2022-05-07 15:17;21.65;32.26
2022-05-07 15:27;21.65;30.66
2022-05-07 15:37;21.64;29.53
2022-05-07 15:47;21.62;28.85
2022-05-07 15:57;21.61;27.94
2022-05-07 16:07;21.59;27.04
2022-05-07 16:17;21.55;26.36
2022-05-07 16:27;21.52;26.36
2022-05-07 16:37;21.51;26.36
2022-05-07 16:47;21.49;26.13
2022-05-07 16:57;21.48;25.91
2022-05-07 17:07;21.46;25.68
2022-05-07 17:17;21.45;25.68
2022-05-07 17:27;21.43;25.91
2022-05-07 17:37;21.42;25.91
2022-05-07 17:47;21.4;26.36
2022-05-07 17:57;21.39;26.36
2022-05-07 18:07;21.38;25.45
2022-05-07 18:17;21.36;25
2022-05-07 18:27;21.35;25.23
2022-05-07 18:37;21.33;25.91
2022-05-07 18:47;21.32;25.91
2022-05-07 18:57;21.31;27.04
2022-05-07 19:07;21.29;27.94
2022-05-07 19:17;21.29;27.72
2022-05-07 19:27;21.27;26.59
2022-05-07 19:37;21.3;26.81
2022-05-07 19:47;21.36;27.04
2022-05-07 19:57;21.4;27.26
2022-05-07 20:07;21.42;27.72
2022-05-07 20:17;21.44;27.94
2022-05-07 20:27;21.45;28.17
2022-05-07 20:37;21.46;28.17
2022-05-07 20:47;21.48;28.17
2022-05-07 20:57;21.48;28.4
2022-05-07 21:07;21.49;28.4
2022-05-07 21:17;21.49;28.62
2022-05-07 21:27;21.5;28.62
2022-05-07 21:37;21.51;28.62
2022-05-07 21:47;21.51;28.62
2022-05-07 21:57;21.52;28.85
2022-05-07 22:07;21.52;28.85
2022-05-07 22:17;21.53;28.85
2022-05-07 22:27;21.54;29.07
2022-05-07 22:37;21.54;29.07
2022-05-07 22:47;21.55;29.07
2022-05-07 22:57;21.54;29.07
2022-05-07 23:07;21.55;29.3
2022-05-07 23:17;21.55;29.07
2022-05-07 23:27;21.55;29.3
2022-05-07 23:37;21.56;29.53
2022-05-07 23:47;21.56;29.3
